id,place_a_id,place_b_id,true_distance_km
FJ--PH,FJ,PH,7270.00795998326
FJ--PK,FJ,PK,12498.588968944085
FJ--PL,FJ,PL,15740.327157401141
FJ--PT,FJ,PT,17608.392189885468
FJ--RU,FJ,RU,14698.654341884276
FJ--SA,FJ,SA,14993.206576183224
FJ--SE,FJ,SE,15161.365121374429
FJ--SG,FJ,SG,8434.22672283059
FJ--SN,FJ,SN,18292.51736528745
FJ--TH,FJ,TH,9249.359232089999
FJ--TR,FJ,TR,15929.245910545002
FJ--TZ,FJ,TZ,15125.289672800167
FJ--UA,FJ,UA,15437.65678215794
FJ--US,FJ,US,12497.831524726587
FJ--VN,FJ,VN,9022.601376117009
FJ--ZA,FJ,ZA,14189.452435443198
FR--GB,FR,GB,341.1497977927973
FR--GH,FR,GH,4807.153141334028
FR--GR,FR,GR,2101.148656258638
FR--IN,FR,IN,6600.894573294016
FR--IT,FR,IT,1108.1927290162205
FR--JP,FR,JP,9737.965704971102
FR--KE,FR,KE,6470.452307387349
FR--KR,FR,KR,8989.261845586849
FR--MA,FR,MA,1814.6775669616386
FR--MX,FR,MX,9207.427444723564
FR--MY,FR,MY,10429.064210826338
FR--NG,FR,NG,4437.067941067861
FR--NL,FR,NL,428.39172758992953
FR--NO,FR,NO,1343.5166138500856
FR--NZ,FR,NZ,18980.580816307895
FR--PE,FR,PE,10245.869499110875
FR--PH,FR,PH,10757.705538010932
FR--PK,FR,PK,5940.239053946842
FR--PL,FR,PL,1370.8305434249735
FR--PT,FR,PT,1453.915618536448
FR--RU,FR,RU,2494.0210488381886
FR--SA,FR,SA,4695.389253154605
FR--SE,FR,SE,1549.2891494547255
FR--SG,FR,SG,10742.404770656647
FR--SN,FR,SN,4197.9762876720815
FR--TH,FR,TH,9456.38937182292
FR--TR,FR,TR,2605.2100576102166
FR--TZ,FR,TZ,6910.826312650359
FR--UA,FR,UA,2030.3165458301612
FR--US,FR,US,6177.576314828088
FR--VN,FR,VN,9212.23431863868
FR--ZA,FR,ZA,8652.154951764032
GB--GH,GB,GH,5094.01108636096
GB--GR,GB,GR,2394.3235623248843
GB--IN,GB,IN,6724.002102971842
GB--IT,GB,IT,1434.2026285343118
GB--JP,GB,JP,9584.855356731166
GB--KE,GB,KE,6804.487905463708
GB--KR,GB,KR,8880.920559408663
GB--MA,GB,MA,2015.6973939359636
GB--MX,GB,MX,8941.67963886513
GB--MY,GB,MY,10548.649921719485
GB--NG,GB,NG,4755.038491838242
GB--NL,GB,NL,358.8427946807068
GB--NO,GB,NO,1156.4942725896335
GB--NZ,GB,NZ,18806.422712162086
GB--PE,GB,PE,10161.714666151413
GB--PH,GB,PH,10748.092828515446
GB--PK,GB,PK,6053.923906825333
GB--PL,GB,PL,1451.4527915116341
GB--PT,GB,PT,1584.9632431063264
GB--RU,GB,RU,2508.045616571664
GB--SA,GB,SA,4954.835444629185
GB--SE,GB,SE,1439.0693652990349
GB--SG,GB,SG,10859.201604289969
GB--SN,GB,SN,4365.305947198292
GB--TH,GB,TH,9543.363933383182
GB--TR,GB,TR,2839.1944811374397
GB--TZ,GB,TZ,7248.407455210976
GB--UA,GB,UA,2139.351912362843
GB--US,GB,US,5912.468929291367
GB--VN,GB,VN,9249.152997948202
GB--ZA,GB,ZA,8991.386014264714
GH--GR,GH,GR,4333.583803793776
GH--IN,GH,IN,8492.768279138134
GH--IT,GH,IT,4218.672595049595
GH--JP,GH,JP,13827.443948540278
GH--KE,GH,KE,4185.899181902206
GH--KR,GH,KR,12769.069776916134
GH--MA,GH,MA,3225.75627215081
GH--MX,GH,MX,10742.674108313797
GH--MY,GH,MY,11302.266760638768
GH--NG,GH,NG,940.6043456313404
GH--NL,GH,NL,5209.997387819868
GH--NO,GH,NO,6102.669610187801
GH--NZ,GH,NZ,16013.257226333824
GH--PE,GH,PE,8721.901447825489
GH--PH,GH,PH,13172.528062047224
GH--PK,GH,PK,8135.24807147375
GH--PL,GH,PL,5532.277420091532
GH--PT,GH,PT,3782.929500075035
GH--RU,GH,RU,6496.545506137951
GH--SA,GH,SA,5439.21139413924
GH--SE,GH,SE,6169.917069641088
GH--SG,GH,SG,11563.025739001863
GH--SN,GH,SN,2143.667997107388
GH--TH,GH,TH,11025.064322158887
GH--TR,GH,TR,5045.437421948046
GH--TZ,GH,TZ,4202.317885708757
GH--UA,GH,UA,5740.228417956023
GH--US,GH,US,8483.047455588956
GH--VN,GH,VN,11449.241972047112
GH--ZA,GH,ZA,4626.9652891296655
GR--IN,GR,IN,5018.539102191491
GR--IT,GR,IT,1053.9826873522736
GR--JP,GR,JP,9529.986913901954
GR--KE,GR,KE,4550.99704740833
GR--KR,GR,KR,8536.453653913031
GR--MA,GR,MA,2777.965823972774
GR--MX,GR,MX,11298.129151635198
GR--MY,GR,MY,8741.0759144703
GR--NG,GR,NG,3590.1434415502863
GR--NL,GR,NL,2163.5846088708995
GR--NO,GR,NO,2606.9423466880603
GR--NZ,GR,NZ,17522.839563811503
GR--PE,GR,PE,11767.93414146203
GR--PH,GR,PH,9644.711437844597
GR--PK,GR,PK,4438.915175919046
GR--PL,GR,PL,1599.730736035073
GR--PT,GR,PT,2859.446251097273
GR--RU,GR,RU,2231.411035554138
GR--SA,GR,SA,2633.348280356521
GR--SE,GR,SE,2410.026741429502
GR--SG,GR,SG,9057.615916728751
GR--SN,GR,SN,4796.3210435787405
GR--TH,GR,TH,7932.285448089226
GR--TR,GR,TR,819.9324692614381
GR--TZ,GR,TZ,5045.850144996306
GR--UA,GR,UA,1484.282875845914
GR--US,GR,US,8271.005589450659
GR--VN,GR,VN,7933.017363609639
GR--ZA,GR,ZA,7065.652015003433
IN--IT,IN,IT,5929.147771473219
IN--JP,IN,JP,5855.550160203252
IN--KE,IN,KE,5427.9212039634995
IN--KR,IN,KR,4698.888249176968
IN--MA,IN,MA,7789.23277228102
IN--MX,IN,MX,14673.684770062055
IN--MY,IN,MY,3828.30825419318
IN--NG,IN,NG,7553.544289460008
IN--NL,IN,NL,6368.270749342955
IN--NO,IN,NO,5995.942926158602
IN--NZ,IN,NZ,12641.150365211413
IN--PE,IN,PE,16782.759226615508
IN--PH,IN,PH,4759.988205994383
IN--PK,IN,PK,683.9640532615389
IN--PL,IN,PL,5273.3563545073075
IN--PT,IN,PT,7792.049494202723
IN--RU,IN,RU,4347.028704133428
IN--SA,IN,SA,3053.56116017884
IN--SE,IN,SE,5576.990338548147
IN--SG,IN,SG,4141.530296031338
IN--SN,IN,SN,9687.105127662475
IN--TH,IN,TH,2916.5977506210074
IN--TR,IN,TR,4224.800548051528
IN--TZ,IN,TZ,5878.312198256734
IN--UA,IN,UA,4584.987256027431
IN--US,IN,US,12068.739151501237
IN--VN,IN,VN,3006.513807803295
IN--ZA,IN,ZA,7970.766596356072
IT--JP,IT,JP,9880.684200947846
IT--KE,IT,KE,5373.367125832121
IT--KR,IT,KR,8990.221254368656
IT--MA,IT,MA,1903.2092760976723
IT--MX,IT,MX,10254.982173131564
IT--MY,IT,MY,9712.850057099384
IT--NG,IT,NG,3667.9438428379826
IT--NL,IT,NL,1294.6009270853822
IT--NO,IT,NO,2008.243997050136
IT--NZ,IT,NZ,18548.183630194897
IT--PE,IT,PE,10857.151296366306
IT--PH,IT,PH,10405.066890561595
IT--PK,IT,PK,5309.570036872611
IT--PL,IT,PL,1318.2845538649813
IT--PT,IT,PT,1866.7033208698376
IT--RU,IT,RU,2380.4991270140295
IT--SA,IT,SA,3687.31508886442
IT--SE,IT,SE,1980.1731729298174
IT--SG,IT,SG,10029.704091564545
IT--SN,IT,SN,4165.994598971797
IT--TH,IT,TH,8841.845377807338
IT--TR,IT,TR,1726.7217900116748
IT--TZ,IT,TZ,5825.804280617088
IT--UA,IT,UA,1678.2650237565786
IT--US,IT,US,7232.448171181223
IT--VN,IT,VN,8746.234564268761
IT--ZA,IT,ZA,7658.184796684193
JP--KE,JP,KE,11264.009284773352
JP--KR,JP,KR,1158.5480184415178
JP--MA,JP,MA,11544.941282910848
JP--MX,JP,MX,11318.783890147193
JP--MY,JP,MY,5316.516912091379
JP--NG,JP,NG,12973.378381681048
JP--NL,JP,NL,9314.952522971289
JP--NO,JP,NO,8428.362013784
JP--NZ,JP,NZ,9244.785239978763
JP--PE,JP,PE,15493.501413507556
JP--PH,JP,PH,2993.700049787857
JP--PK,JP,PK,5982.697041375959
JP--PL,JP,PL,8602.084790962797
JP--PT,JP,PT,11169.099580139571
JP--RU,JP,RU,7500.447385335149
JP--SA,JP,SA,8708.898067343061
JP--SE,JP,SE,8189.5682624323
JP--SG,JP,SG,5313.463059765426
JP--SN,JP,SN,13935.316154449201
JP--TH,JP,TH,4607.791688159286
JP--TR,JP,TR,8787.214872935936
JP--TZ,JP,TZ,11676.47018662645
JP--UA,JP,UA,8224.583581872374
JP--US,JP,US,10926.417792606868
JP--VN,JP,VN,3673.3588744790786
JP--ZA,JP,ZA,13501.046885089567
KE--KR,KE,KR,10114.909688283768
KE--MA,KE,MA,6004.034142085109
KE--MX,KE,MX,14829.575444959697
KE--MY,KE,MY,7236.589136086184
KE--NG,KE,NG,3444.024949628264
KE--NL,KE,NL,6651.25998464762
KE--NO,KE,NO,7154.024015085028
KE--NZ,KE,NZ,13676.249196022416
KE--PE,KE,PE,12580.253595968305
KE--PH,KE,PH,9425.033674849916
KE--PK,KE,PK,5427.814219869003
KE--PL,KE,PL,6115.97738809343
KE--PT,KE,PT,6454.518927958417
KE--RU,KE,RU,6323.293987631122
KE--SA,KE,SA,3062.992722793242
KE--SE,KE,SE,6920.326031054763
KE--SG,KE,SG,7467.562130900984
KE--SN,KE,SN,6234.6746306605155
KE--TH,KE,TH,7217.238507509993
KE--TR,KE,TR,4581.087860826578
KE--TZ,KE,TZ,554.7964784891632
KE--UA,KE,UA,5762.3271818541925
KE--US,KE,US,12147.187581604869
KE--VN,KE,VN,7897.709339783662
KE--ZA,KE,ZA,2855.2050138214963
KR--MA,KR,MA,10756.784508836095
KR--MX,KR,MX,12067.859883839203
KR--MY,KR,MY,4601.299368792894
KR--NG,KR,NG,11887.41498494817
KR--NL,KR,NL,8579.921511952483
KR--NO,KR,NO,7736.93982941218
KR--NZ,KR,NZ,9994.193199560701
KR--PE,KR,PE,16309.70237354757
KR--PH,KR,PH,2612.8130222238005
KR--PK,KR,PK,4828.37891716201
KR--PL,KR,PL,7760.66724715256
KR--PT,KR,PT,10442.178115737892
KR--RU,KR,RU,6623.6510029551755
KR--SA,KR,SA,7561.8622427533055
KR--SE,KR,SE,7449.1900939572515
KR--SG,KR,SG,4664.185115043959
KR--SN,KR,SN,13134.589981893088
KR--TH,KR,TH,3719.513508661133
KR--TR,KR,TR,7765.002447792769
KR--TZ,KR,TZ,10537.870724122911
KR--UA,KR,UA,7313.668925959538
KR--US,KR,US,11188.89291648359
KR--VN,KR,VN,2740.7404572606933
KR--ZA,KR,ZA,12439.33130876874
MA--MX,MA,MX,9030.70859335305
MA--MY,MA,MY,11510.602148512982
MA--NG,MA,NG,3128.743164350726
MA--NL,MA,NL,2242.2927982728406
MA--NO,MA,NO,3151.447797422512
MA--NZ,MA,NZ,19184.614067775434
MA--PE,MA,PE,8994.063367057093
MA--PH,MA,PH,12306.704272957739
MA--PK,MA,PK,7189.637834826475
MA--PL,MA,PL,3003.7613829081456
MA--PT,MA,PT,561.1139331622182
MA--RU,MA,RU,4154.088683247983
MA--SA,MA,SA,5250.266926333236
MA--SE,MA,SE,3357.2928975060963
MA--SG,MA,SG,11826.42016648286
MA--SN,MA,SN,2391.787943560576
MA--TH,MA,TH,10705.56891983213
MA--TR,MA,TR,3564.835480066176
MA--TZ,MA,TZ,6314.658277637436
MA--UA,MA,UA,3528.2254241343594
MA--US,MA,US,6156.291767126741
MA--VN,MA,VN,10647.136952745917
MA--ZA,MA,ZA,7578.285436291664
MX--MY,MX,MY,16634.32204066329
MX--NG,MX,NG,11398.49344176858
MX--NL,MX,NL,9230.824470291544
MX--NO,MX,NO,9207.206656401106
MX--NZ,MX,NZ,11096.668791733968
MX--PE,MX,PE,4242.004305490678
MX--PH,MX,PH,14235.182311520231
MX--PK,MX,PK,14066.453084225219
MX--PL,MX,PL,10192.871677759145
MX--PT,MX,PT,8683.463178335352
MX--RU,MX,RU,10735.215575427284
MX--SA,MX,SA,13896.334176917055
MX--SE,MX,SE,9597.983316257523
MX--SG,MX,SG,16619.715449178875
MX--SN,MX,SN,8626.492575918614
MX--TH,MX,TH,15755.522525889133
MX--TR,MX,TR,11768.795374105772
MX--TZ,MX,TZ,14938.231690550672
MX--UA,MX,UA,10833.717889250147
MX--US,MX,US,3030.093510534221
MX--VN,MX,VN,14772.36666926787
MX--ZA,MX,ZA,14607.47105898857
MY--NG,MY,NG,10420.365898604718
MY--NL,MY,NL,10191.674131483782
MY--NO,MY,NO,9756.41766681565
MY--NZ,MY,NZ,8841.078241919804
MY--PE,MY,PE,19013.09740368873
MY--PH,MY,PH,2466.062114353582
MY--PK,MY,PK,4494.739093847033
MY--PL,MY,PL,9097.205754114833
MY--PT,MY,PT,11578.724073923351
MY--RU,MY,RU,8120.2776123462945
MY--SA,MY,SA,6341.828455301534
MY--SE,MY,SE,9341.491142366964
MY--SG,MY,SG,316.8988719686071
MY--SN,MY,SN,13043.639094479997
MY--TH,MY,TH,1177.7394610704162
MY--TR,MY,TR,7987.759450740217
MY--TZ,MY,TZ,7402.73482591565
MY--UA,MY,UA,8411.290456319653
MY--US,MY,US,15344.127499182949
MY--VN,MY,VN,2027.1201148112582
MY--ZA,MY,ZA,8519.437119588007
NG--NL,NG,NL,4803.701354562851
NG--NO,NG,NO,5646.7717130159035
NG--NZ,NG,NZ,16223.187399540882
NG--PE,NG,PE,9643.897366310626
NG--PH,NG,PH,12235.34688266842
NG--PK,NG,PK,7205.476952378416
NG--PL,NG,PL,4940.545235260267
NG--PT,NG,PT,3682.00110841764
NG--RU,NG,RU,5807.769283957347
NG--SA,NG,SA,4500.0833361671885
NG--SE,NG,SE,5648.083214797142
NG--SG,NG,SG,10690.478531487915
NG--SN,NG,SN,2792.475346325268
NG--TH,NG,TH,10098.775445297742
NG--TR,NG,TR,4240.937563878063
NG--TZ,NG,TZ,3557.1927842916293
NG--UA,NG,UA,5050.317778330715
NG--US,NG,US,8912.837189115719
NG--VN,NG,VN,10509.155498205999
NG--ZA,NG,ZA,4454.133473532923
NL--NO,NL,NO,916.4123574186069
NL--NZ,NL,NZ,18559.7377139544
NL--PE,NL,PE,10520.554598873148
NL--PH,NL,PH,10403.669642766034
NL--PK,NL,PK,5697.10532452438
NL--PL,NL,PL,1094.9218044055763
NL--PT,NL,PT,1863.734590183404
NL--RU,NL,RU,2153.7587182460625
NL--SA,NL,SA,4668.278240051819
NL--SE,NL,SE,1131.6300553848139
NL--SG,NL,SG,10501.875707111722
NL--SN,NL,SN,4622.391187616452
NL--TH,NL,TH,9184.527369269523
NL--TR,NL,TR,2538.4405504203605
NL--TZ,NL,TZ,7113.778557184179
NL--UA,NL,UA,1785.0113835275376
NL--US,NL,US,6206.190650303078
NL--VN,NL,VN,8893.9631609998
NL--ZA,NL,ZA,8939.953838554835
NO--NZ,NO,NZ,17661.515954076174
NO--PE,NO,PE,11033.614836586856
NO--PH,NO,PH,9696.528062913647
NO--PK,NO,PK,5312.256150502484
NO--PL,NO,PL,1063.2419616955133
NO--PT,NO,PT,2741.1243604470806
NO--RU,NO,RU,1648.9149949297591
NO--SA,NO,SA,4801.67564551418
NO--SE,NO,SE,419.02432565533144
NO--SG,NO,SG,10056.000762360305
NO--SN,NO,SN,5518.823019077122
NO--TH,NO,TH,8681.465564165668
NO--TR,NO,TR,2704.0156611690363
NO--TZ,NO,TZ,7652.737178326697
NO--UA,NO,UA,1632.1575353448625
NO--US,NO,US,6247.236504991629
NO--VN,NO,VN,8283.764374187
NO--ZA,NO,ZA,9623.202914754816
NZ--PE,NZ,PE,10603.194453734135
NZ--PH,NZ,PH,8297.851486247824
NZ--PK,NZ,PK,13275.521678301031
NZ--PL,NZ,PL,17691.173617194832
NZ--PT,NZ,PT,19574.147927995775
NZ--RU,NZ,RU,16540.092712129524
NZ--SA,NZ,SA,14909.574515612963
NZ--SE,NZ,SE,17431.595018365642
NZ--SG,NZ,SG,8524.39955416985
NZ--SN,NZ,SN,16831.97657147853
NZ--TH,NZ,TH,9738.52130758697
NZ--TR,NZ,TR,16822.326113303774
NZ--TZ,NZ,TZ,13304.17710041557
NZ--UA,NZ,UA,17096.747525416675
NZ--US,NZ,US,14074.670366616207
NZ--VN,NZ,VN,9897.357844060565
NZ--ZA,NZ,ZA,11827.417766624114
PE--PH,PE,PH,18061.562360216984
PE--PK,PE,PK,16162.263423580987
PE--PL,PE,PL,11605.331422578916
PE--PT,PE,PT,8998.891148044428
PE--RU,PE,RU,12642.025820968918
PE--SA,PE,SA,13973.306966781403
PE--SE,PE,SE,11441.259792616573
PE--SG,PE,SG,18810.963551971927
PE--SN,PE,SN,7204.605952041671
PE--TH,PE,TH,19698.995438807557
PE--TR,PE,TR,12558.030392220066
PE--TZ,PE,TZ,12329.431436465999
PE--UA,PE,UA,12276.18489244182
PE--US,PE,US,5639.750595100949
PE--VN,PE,VN,18964.769886212795
PE--ZA,PE,ZA,10927.706572983134
PH--PK,PH,PK,5243.043281285031
PH--PL,PH,PL,9401.353126559421
PH--PT,PH,PT,12158.658514091412
PH--RU,PH,RU,8263.687185942246
PH--SA,PH,SA,7777.541785883041
PH--SE,PH,SE,9334.537508472053
PH--SG,PH,SG,2390.7414869355152
PH--SN,PH,SN,14418.882901521349
PH--TH,PH,TH,2210.5386059799803
PH--TR,PH,TR,8825.320128288235
PH--TZ,PH,TZ,9678.483597737211
PH--UA,PH,UA,8803.13834931306
PH--US,PH,US,13794.409050888704
PH--VN,PH,VN,1753.51520467526
PH--ZA,PH,ZA,10977.236086385761
PK--PL,PK,PL,4602.495627474602
PK--PT,PK,PT,7163.814796154422
PK--RU,PK,RU,3663.3667982996626
PK--SA,PK,SA,2746.9203972212576
PK--SE,PK,SE,4893.339704305134
PK--SG,PK,SG,4805.798234579985
PK--SN,PK,SN,9176.75777699108
PK--TH,PK,TH,3537.00596976539
PK--TR,PK,TR,3630.164700361784
PK--TZ,PK,TZ,5918.593677349072
PK--UA,PK,UA,3917.0789197104828
PK--US,PK,US,11400.093863122374
PK--VN,PK,VN,3505.121440740511
PK--ZA,PK,ZA,8112.013533205837
PL--PT,PL,PT,2764.3828082154164
PL--RU,PL,RU,1153.7042757281965
PL--SA,PL,SA,3759.573078472261
PL--SE,PL,SE,811.0678916510533
PL--SG,PL,SG,9407.779211369656
PL--SN,PL,SN,5374.182544640709
PL--TH,PL,TH,8098.393477126799
PL--TR,PL,TR,1643.9711830727663
PL--TZ,PL,TZ,6625.089583909204
PL--UA,PL,UA,692.6191579526396
PL--US,PL,US,7193.4756064615285
PL--VN,PL,VN,7841.5860049775565
PL--ZA,PL,ZA,8664.282423992168
PT--RU,PT,RU,3914.4159356158557
PT--SA,PT,SA,5439.2308630361285
PT--SE,PT,SE,2995.36350558735
PT--SG,PT,SG,11895.612616239241
PT--SN,PT,SN,2783.0075400457886
PT--TH,PT,TH,10700.203395730496
PT--TR,PT,TR,3591.021107942153
PT--TZ,PT,TZ,6791.6053069734035
PT--UA,PT,UA,3358.8699560469204
PT--US,PT,US,5747.733844579292
PT--VN,PT,VN,10555.511894474732
PT--ZA,PT,ZA,8125.504330805197
RU--SA,RU,SA,3534.752218874367
RU--SE,RU,SE,1229.9731142543035
RU--SG,RU,SG,8423.25704331817
RU--SN,RU,SN,6512.783222072082
RU--TH,RU,TH,7067.659230722097
RU--TR,RU,TR,1794.0390917111781
RU--TZ,RU,TZ,6867.0776383606935
RU--UA,RU,UA,758.4899016199972
RU--US,RU,US,7841.159346134234
RU--VN,RU,VN,6741.157984103333
RU--ZA,RU,ZA,9069.35134739535
SA--SE,SA,SE,4455.253572286667
SA--SG,SA,SG,6650.377147627449
SA--SN,SA,SN,6769.35265921719
SA--TH,SA,TH,5743.87829967849
SA--TR,SA,TR,2136.6388154460656
SA--TZ,SA,TZ,3613.574172900528
SA--UA,SA,UA,3186.9350881907417
SA--US,SA,US,10867.268528060538
SA--VN,SA,VN,6031.190406332703
SA--ZA,SA,ZA,5917.429203536842
SE--SG,SE,SG,9642.063064390362
SE--SN,SE,SN,5745.792432019775
SE--TH,SE,TH,8272.314412775979
SE--TR,SE,TR,2396.709100197568
SE--TZ,SE,TZ,7432.885078261827
SE--UA,SE,UA,1268.7278771135018
SE--US,SE,US,6652.678579380046
SE--VN,SE,VN,7892.32864786669
SE--ZA,SE,ZA,9472.211944742652
SG--SN,SG,SN,13335.9357376055
SG--TH,SG,TH,1425.9530991897677
SG--TR,SG,TR,8304.654710456407
SG--TZ,SG,TZ,7613.028423154926
SG--UA,SG,UA,8722.82379061632
SG--US,SG,US,15552.300405735941
SG--VN,SG,VN,2194.5074422305775
SG--ZA,SG,ZA,8639.510334138995
SN--TH,SN,TH,12510.120375362725
SN--TR,SN,TR,5615.258437383409
SN--TZ,SN,TZ,6312.069329382219
SN--UA,SN,UA,5842.247717044825
SN--US,SN,US,6370.066844573844
SN--VN,SN,VN,12678.789553826642
SN--ZA,SN,ZA,6672.5621271644495
TH--TR,TH,TR,7141.388185297727
TH--TZ,TH,TZ,7486.47678677552
TH--UA,TH,UA,7426.114052483925
TH--US,TH,US,14169.831963403985
TH--VN,TH,VN,985.0733602712637
TH--ZA,TH,ZA,8961.095963147978
TR--TZ,TR,TZ,5114.021496230008
TR--UA,TR,UA,1181.9288146082997
TR--US,TR,US,8744.489174947264
TR--VN,TR,VN,7117.1512309835825
TR--ZA,TR,ZA,7281.727679731044
TZ--UA,TZ,UA,6293.284789300669
TZ--US,TZ,US,12407.335072981457
TZ--VN,TZ,VN,8220.893096074053
TZ--ZA,TZ,ZA,2303.9398317562473
UA--US,UA,US,7852.866380313801
UA--VN,UA,VN,7204.7219267397495
UA--ZA,UA,ZA,8436.439872482457
US--VN,US,VN,13362.734799118152
US--ZA,US,ZA,13024.504641792455
VN--ZA,VN,ZA,9846.22426369883
